date,home_team,away_team,team,scorer,assist,minute,own_goal,penalty
1962-06-13,Brazil,Chile,Brazil,not applicable Vavá,,47,False,False
1962-06-13,Brazil,Chile,Chile,Leonel Sánchez,,61,False,True
1962-06-13,Brazil,Chile,Brazil,not applicable Vavá,,78,False,False
1962-06-13,Czechoslovakia,Yugoslavia,Czechoslovakia,Josef Kadraba,,48,False,False
1962-06-13,Czechoslovakia,Yugoslavia,Yugoslavia,Dražan Jerković,,69,False,False
1962-06-13,Czechoslovakia,Yugoslavia,Czechoslovakia,Adolf Scherer,,80,False,False
1962-06-13,Czechoslovakia,Yugoslavia,Czechoslovakia,Adolf Scherer,,84,False,True
1962-06-16,Chile,Yugoslavia,Chile,Eladio Rojas,,90,False,False
1962-06-17,Brazil,Czechoslovakia,Czechoslovakia,Josef Masopust,,15,False,False
1962-06-17,Brazil,Czechoslovakia,Brazil,not applicable Amarildo,,17,False,False
1962-06-17,Brazil,Czechoslovakia,Brazil,not applicable Zito,,69,False,False
1962-06-17,Brazil,Czechoslovakia,Brazil,not applicable Vavá,,78,False,False
1966-07-12,West Germany,Switzerland,West Germany,Sigfried Held,,16,False,False
1966-07-12,West Germany,Switzerland,West Germany,Helmut Haller,,21,False,False
1966-07-12,West Germany,Switzerland,West Germany,Franz Beckenbauer,,40,False,False
1966-07-12,West Germany,Switzerland,West Germany,Franz Beckenbauer,,52,False,False
1966-07-12,West Germany,Switzerland,West Germany,Helmut Haller,,77,False,True
1966-07-12,Brazil,Bulgaria,Brazil,not applicable Pelé,,15,False,False
1966-07-12,Brazil,Bulgaria,Brazil,not applicable Garrincha,,63,False,False
1966-07-12,Soviet Union,North Korea,Soviet Union,Eduard Malofeyev,,31,False,False
1966-07-12,Soviet Union,North Korea,Soviet Union,Anatoliy Banishevskiy,,33,False,False
1966-07-12,Soviet Union,North Korea,Soviet Union,Eduard Malofeyev,,88,False,False
1966-07-13,France,Mexico,Mexico,Enrique Borja,,48,False,False
1966-07-13,France,Mexico,France,Gérard Hausser,,62,False,False
1966-07-13,Argentina,Spain,Argentina,Luis Artime,,65,False,False
1966-07-13,Argentina,Spain,Spain,not applicable Pirri,,71,False,False
1966-07-13,Argentina,Spain,Argentina,Luis Artime,,77,False,False
1966-07-13,Portugal,Hungary,Portugal,José Augusto,,2,False,False
1966-07-13,Portugal,Hungary,Hungary,Ferenc Bene,,60,False,False
1966-07-13,Portugal,Hungary,Portugal,José Augusto,,67,False,False
1966-07-13,Portugal,Hungary,Portugal,José Torres,,90,False,False
1966-07-13,Italy,Chile,Italy,Sandro Mazzola,,8,False,False
1966-07-13,Italy,Chile,Italy,Paolo Barison,,88,False,False
1966-07-15,Uruguay,France,France,Héctor De Bourgoing,,15,False,True
1966-07-15,Uruguay,France,Uruguay,Pedro Rocha,,26,False,False
1966-07-15,Uruguay,France,Uruguay,Julio César Cortés,,31,False,False
1966-07-15,Spain,Switzerland,Switzerland,René-Pierre Quentin,,31,False,False
1966-07-15,Spain,Switzerland,Spain,Manuel Sanchís,,57,False,False
1966-07-15,Spain,Switzerland,Spain,not applicable Amancio,,75,False,False
1966-07-15,Hungary,Brazil,Hungary,Ferenc Bene,,2,False,False
1966-07-15,Hungary,Brazil,Brazil,not applicable Tostão,,14,False,False
1966-07-15,Hungary,Brazil,Hungary,János Farkas,,64,False,False
1966-07-15,Hungary,Brazil,Hungary,Kálmán Mészöly,,73,False,True
1966-07-15,Chile,North Korea,Chile,Rubén Marcos,,26,False,True
1966-07-15,Chile,North Korea,North Korea,Seung-zin Pak,,88,False,False
1966-07-16,Portugal,Bulgaria,Portugal,Ivan Vutsov,,7,True,False
1966-07-16,Portugal,Bulgaria,Portugal,not applicable Eusébio,,38,False,False
1966-07-16,Portugal,Bulgaria,Portugal,José Torres,,81,False,False
1966-07-16,Soviet Union,Italy,Soviet Union,Igor Chislenko,,57,False,False
1966-07-16,England,Mexico,England,Bobby Charlton,,37,False,False
1966-07-16,England,Mexico,England,Roger Hunt,,75,False,False
1966-07-19,Argentina,Switzerland,Argentina,Luis Artime,,52,False,False
1966-07-19,Argentina,Switzerland,Argentina,Ermindo Onega,,79,False,False
1966-07-19,Portugal,Brazil,Portugal,António Simões,,15,False,False
1966-07-19,Portugal,Brazil,Portugal,not applicable Eusébio,,27,False,False
1966-07-19,Portugal,Brazil,Brazil,not applicable Rildo,,73,False,False
1966-07-19,Portugal,Brazil,Portugal,not applicable Eusébio,,85,False,False
1966-07-19,North Korea,Italy,North Korea,Doo-ik Pak,,42,False,False
1966-07-20,England,France,England,Roger Hunt,,38,False,False
1966-07-20,England,France,England,Roger Hunt,,75,False,False
1966-07-20,West Germany,Spain,Spain,Josep Maria Fusté,,23,False,False
1966-07-20,West Germany,Spain,West Germany,Lothar Emmerich,,39,False,False
1966-07-20,West Germany,Spain,West Germany,Uwe Seeler,,84,False,False
1966-07-20,Hungary,Bulgaria,Bulgaria,Georgi Asparuhov,,15,False,False
1966-07-20,Hungary,Bulgaria,Hungary,Ivan Davidov,,43,True,False
1966-07-20,Hungary,Bulgaria,Hungary,Kálmán Mészöly,,45,False,False
1966-07-20,Hungary,Bulgaria,Hungary,Ferenc Bene,,54,False,False
1966-07-20,Soviet Union,Chile,Soviet Union,Valeriy Porkujan,,28,False,False
1966-07-20,Soviet Union,Chile,Chile,Rubén Marcos,,32,False,False
1966-07-20,Soviet Union,Chile,Soviet Union,Valeriy Porkujan,,85,False,False
1966-07-23,England,Argentina,England,Geoff Hurst,,78,False,False
1966-07-23,Portugal,North Korea,North Korea,Seung-zin Pak,,1,False,False
1966-07-23,Portugal,North Korea,North Korea,Dong-woon Li,,22,False,False
1966-07-23,Portugal,North Korea,North Korea,Seung-kook Yang,,25,False,False
1966-07-23,Portugal,North Korea,Portugal,not applicable Eusébio,,27,False,False
1966-07-23,Portugal,North Korea,Portugal,not applicable Eusébio,,43,False,True
1966-07-23,Portugal,North Korea,Portugal,not applicable Eusébio,,56,False,False
1966-07-23,Portugal,North Korea,Portugal,not applicable Eusébio,,59,False,True
1966-07-23,Portugal,North Korea,Portugal,José Augusto,,80,False,False
1966-07-23,Soviet Union,Hungary,Soviet Union,Igor Chislenko,,5,False,False
1966-07-23,Soviet Union,Hungary,Soviet Union,Valeriy Porkujan,,46,False,False
1966-07-23,Soviet Union,Hungary,Hungary,Ferenc Bene,,57,False,False
1966-07-23,West Germany,Uruguay,West Germany,Helmut Haller,,11,False,False
1966-07-23,West Germany,Uruguay,West Germany,Franz Beckenbauer,,70,False,False
1966-07-23,West Germany,Uruguay,West Germany,Uwe Seeler,,75,False,False
1966-07-23,West Germany,Uruguay,West Germany,Helmut Haller,,83,False,False
1966-07-25,West Germany,Soviet Union,West Germany,Helmut Haller,,43,False,False
1966-07-25,West Germany,Soviet Union,West Germany,Franz Beckenbauer,,67,False,False
1966-07-25,West Germany,Soviet Union,Soviet Union,Valeriy Porkujan,,88,False,False
1966-07-26,England,Portugal,England,Bobby Charlton,,30,False,False
1966-07-26,England,Portugal,England,Bobby Charlton,,80,False,False
1966-07-26,England,Portugal,Portugal,not applicable Eusébio,,82,False,True
1966-07-28,Portugal,Soviet Union,Portugal,not applicable Eusébio,,12,False,True
1966-07-28,Portugal,Soviet Union,Soviet Union,Eduard Malofeyev,,43,False,False
1966-07-28,Portugal,Soviet Union,Portugal,José Torres,,89,False,False
1966-07-30,England,West Germany,West Germany,Helmut Haller,,12,False,False
1966-07-30,England,West Germany,England,Geoff Hurst,,18,False,False
1966-07-30,England,West Germany,England,Martin Peters,,78,False,False
1966-07-30,England,West Germany,West Germany,Wolfgang Weber,,89,False,False
1966-07-30,England,West Germany,England,Geoff Hurst,,101,False,False
1966-07-30,England,West Germany,England,Geoff Hurst,,120,False,False
1970-06-02,Uruguay,Israel,Uruguay,Ildo Maneiro,,23,False,False
1970-06-02,Uruguay,Israel,Uruguay,Juan Mujica,,50,False,False
1970-06-02,England,Romania,England,Geoff Hurst,,65,False,False
1970-06-02,Peru,Bulgaria,Bulgaria,Dinko Dermendzhiev,,13,False,False
1970-06-02,Peru,Bulgaria,Bulgaria,Hristo Bonev,,49,False,False
1970-06-02,Peru,Bulgaria,Peru,Alberto Gallardo,,50,False,False
1970-06-02,Peru,Bulgaria,Peru,Héctor Chumpitaz,,55,False,False
1970-06-02,Peru,Bulgaria,Peru,Teófilo Cubillas,,73,False,False
1970-06-03,Belgium,El Salvador,Belgium,Wilfried Van Moer,,12,False,False
1970-06-03,Belgium,El Salvador,Belgium,Wilfried Van Moer,,54,False,False
1970-06-03,Belgium,El Salvador,Belgium,Raoul Lambert,,76,False,True
1970-06-03,Italy,Sweden,Italy,Angelo Domenghini,,10,False,False
1970-06-03,Brazil,Czechoslovakia,Czechoslovakia,Ladislav Petráš,,11,False,False
1970-06-03,Brazil,Czechoslovakia,Brazil,not applicable Rivellino,,24,False,False
1970-06-03,Brazil,Czechoslovakia,Brazil,not applicable Pelé,,59,False,False
1970-06-03,Brazil,Czechoslovakia,Brazil,not applicable Jairzinho,,61,False,False
1970-06-03,Brazil,Czechoslovakia,Brazil,not applicable Jairzinho,,83,False,False
1970-06-03,West Germany,Morocco,Morocco,Houmane Jarir,,21,False,False
1970-06-03,West Germany,Morocco,West Germany,Uwe Seeler,,56,False,False
1970-06-03,West Germany,Morocco,West Germany,Gerd Müller,,80,False,False
1970-06-06,Soviet Union,Belgium,Soviet Union,Anatoliy Byshovets,,14,False,False
1970-06-06,Soviet Union,Belgium,Soviet Union,Kakhi Asatiani,,57,False,False
1970-06-06,Soviet Union,Belgium,Soviet Union,Anatoliy Byshovets,,63,False,False
1970-06-06,Soviet Union,Belgium,Soviet Union,Vitaly Khmelnitsky,,76,False,False
1970-06-06,Soviet Union,Belgium,Belgium,Raoul Lambert,,86,False,False
1970-06-06,Romania,Czechoslovakia,Czechoslovakia,Ladislav Petráš,,5,False,False
1970-06-06,Romania,Czechoslovakia,Romania,Alexandru Neagu,,52,False,False
1970-06-06,Romania,Czechoslovakia,Romania,Florea Dumitrache,,75,False,True
1970-06-06,Peru,Morocco,Peru,Teófilo Cubillas,,65,False,False
1970-06-06,Peru,Morocco,Peru,Roberto Challe,,67,False,False
1970-06-06,Peru,Morocco,Peru,Teófilo Cubillas,,75,False,False
1970-06-07,Mexico,El Salvador,Mexico,Javier Valdivia,,45,False,False
1970-06-07,Mexico,El Salvador,Mexico,Javier Valdivia,,46,False,False
1970-06-07,Mexico,El Salvador,Mexico,Javier Fragoso,,58,False,False
1970-06-07,Mexico,El Salvador,Mexico,Juan Ignacio Basaguren,,83,False,False
1970-06-07,Sweden,Israel,Sweden,Tom Turesson,,53,False,False
1970-06-07,Sweden,Israel,Israel,Mordechai Spiegler,,56,False,False
1970-06-07,Brazil,England,Brazil,not applicable Jairzinho,,59,False,False
1970-06-07,West Germany,Bulgaria,Bulgaria,Asparuh Nikodimov,,12,False,False
1970-06-07,West Germany,Bulgaria,West Germany,Reinhard Libuda,,20,False,False
1970-06-07,West Germany,Bulgaria,West Germany,Gerd Müller,,27,False,False
1970-06-07,West Germany,Bulgaria,West Germany,Gerd Müller,,52,False,True
1970-06-07,West Germany,Bulgaria,West Germany,Uwe Seeler,,67,False,False
1970-06-07,West Germany,Bulgaria,West Germany,Gerd Müller,,88,False,False
1970-06-07,West Germany,Bulgaria,Bulgaria,Todor Kolev,,89,False,False
1970-06-10,Soviet Union,El Salvador,Soviet Union,Anatoliy Byshovets,,51,False,False
1970-06-10,Soviet Union,El Salvador,Soviet Union,Anatoliy Byshovets,,74,False,False
1970-06-10,Sweden,Uruguay,Sweden,Ove Grahn,,90,False,False
1970-06-10,Brazil,Romania,Brazil,not applicable Pelé,,19,False,False
1970-06-10,Brazil,Romania,Brazil,not applicable Jairzinho,,22,False,False
1970-06-10,Brazil,Romania,Romania,Florea Dumitrache,,34,False,False
1970-06-10,Brazil,Romania,Brazil,not applicable Pelé,,67,False,False
1970-06-10,Brazil,Romania,Romania,Emerich Dembrovschi,,84,False,False
1970-06-10,West Germany,Peru,West Germany,Gerd Müller,,19,False,False
1970-06-10,West Germany,Peru,West Germany,Gerd Müller,,26,False,False
1970-06-10,West Germany,Peru,West Germany,Gerd Müller,,39,False,False
1970-06-10,West Germany,Peru,Peru,Teófilo Cubillas,,44,False,False
1970-06-11,Mexico,Belgium,Mexico,Gustavo Peña,,14,False,True
1970-06-11,England,Czechoslovakia,England,Allan Clarke,,50,False,True
1970-06-11,Bulgaria,Morocco,Bulgaria,Dobromir Zhechev,,40,False,False
1970-06-11,Bulgaria,Morocco,Morocco,Maouhoub Ghazouani,,61,False,False
1970-06-14,Brazil,Peru,Brazil,not applicable Rivellino,,11,False,False
1970-06-14,Brazil,Peru,Brazil,not applicable Tostão,,15,False,False
1970-06-14,Brazil,Peru,Peru,Alberto Gallardo,,28,False,False
1970-06-14,Brazil,Peru,Brazil,not applicable Tostão,,52,False,False
1970-06-14,Brazil,Peru,Peru,Teófilo Cubillas,,70,False,False
1970-06-14,Brazil,Peru,Brazil,not applicable Jairzinho,,75,False,False
1970-06-14,Italy,Mexico,Mexico,José Luis González,,13,False,False
1970-06-14,Italy,Mexico,Italy,Javier Guzmán,,25,True,False
1970-06-14,Italy,Mexico,Italy,Gigi Riva,,63,False,False
1970-06-14,Italy,Mexico,Italy,Gianni Rivera,,70,False,False
1970-06-14,Italy,Mexico,Italy,Gigi Riva,,76,False,False
1970-06-14,Soviet Union,Uruguay,Uruguay,Víctor Espárrago,,117,False,False
1970-06-14,West Germany,England,England,Alan Mullery,,31,False,False
1970-06-14,West Germany,England,England,Martin Peters,,49,False,False
1970-06-14,West Germany,England,West Germany,Franz Beckenbauer,,68,False,False
1970-06-14,West Germany,England,West Germany,Uwe Seeler,,82,False,False
1970-06-14,West Germany,England,West Germany,Gerd Müller,,108,False,False
1970-06-17,Brazil,Uruguay,Uruguay,Luis Cubilla,,19,False,False
1970-06-17,Brazil,Uruguay,Brazil,not applicable Clodoaldo,,44,False,False
1970-06-17,Brazil,Uruguay,Brazil,not applicable Jairzinho,,76,False,False
1970-06-17,Brazil,Uruguay,Brazil,not applicable Rivellino,,89,False,False
1970-06-17,Italy,West Germany,Italy,Roberto Boninsegna,,8,False,False
1970-06-17,Italy,West Germany,West Germany,Karl-Heinz Schnellinger,,90,False,False
1970-06-17,Italy,West Germany,West Germany,Gerd Müller,,94,False,False
1970-06-17,Italy,West Germany,Italy,Tarcisio Burgnich,,98,False,False
1970-06-17,Italy,West Germany,Italy,Gigi Riva,,104,False,False
1970-06-17,Italy,West Germany,West Germany,Gerd Müller,,110,False,False
1970-06-17,Italy,West Germany,Italy,Gianni Rivera,,111,False,False
1970-06-20,West Germany,Uruguay,West Germany,Wolfgang Overath,,26,False,False
1970-06-21,Brazil,Italy,Brazil,not applicable Pelé,,18,False,False
1970-06-21,Brazil,Italy,Italy,Roberto Boninsegna,,37,False,False
1970-06-21,Brazil,Italy,Brazil,not applicable Gérson,,66,False,False
1970-06-21,Brazil,Italy,Brazil,not applicable Jairzinho,,71,False,False
1970-06-21,Brazil,Italy,Brazil,Carlos Alberto,,86,False,False
1974-06-14,West Germany,Chile,West Germany,Paul Breitner,,18,False,False
1974-06-14,East Germany,Australia,East Germany,Colin Curran,,58,True,False
1974-06-14,East Germany,Australia,East Germany,Joachim Streich,,72,False,False
1974-06-14,Zaire,Scotland,Scotland,Peter Lorimer,,26,False,False
1974-06-14,Zaire,Scotland,Scotland,Joe Jordan,,34,False,False
1974-06-15,Uruguay,Netherlands,Netherlands,Johnny Rep,,7,False,False
1974-06-15,Uruguay,Netherlands,Netherlands,Johnny Rep,,86,False,False
1974-06-15,Italy,Haiti,Haiti,Emmanuel Sanon,,46,False,False
1974-06-15,Italy,Haiti,Italy,Gianni Rivera,,52,False,False
1974-06-15,Italy,Haiti,Italy,Romeo Benetti,,66,False,False
1974-06-15,Italy,Haiti,Italy,Pietro Anastasi,,79,False,False
1974-06-15,Poland,Argentina,Poland,Grzegorz Lato,,7,False,False
1974-06-15,Poland,Argentina,Poland,Andrzej Szarmach,,8,False,False
1974-06-15,Poland,Argentina,Argentina,Ramón Heredia,,60,False,False
1974-06-15,Poland,Argentina,Poland,Grzegorz Lato,,62,False,False
1974-06-15,Poland,Argentina,Argentina,Carlos Babington,,66,False,False
1974-06-18,Australia,West Germany,West Germany,Wolfgang Overath,,12,False,False
1974-06-18,Australia,West Germany,West Germany,Bernhard Cullmann,,34,False,False
1974-06-18,Australia,West Germany,West Germany,Gerd Müller,,53,False,False
1974-06-18,Chile,East Germany,East Germany,Martin Hoffmann,,55,False,False
1974-06-18,Chile,East Germany,Chile,Sergio Ahumada,,69,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Dušan Bajević,,8,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Dragan Džajić,,14,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Ivica Šurjak,,18,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Josip Katalinski,,22,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Dušan Bajević,,30,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Vladislav Bogićević,,35,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Branko Oblak,,61,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Ilija Petković,,65,False,False
1974-06-18,Yugoslavia,Zaire,Yugoslavia,Dušan Bajević,,81,False,False
1974-06-19,Bulgaria,Uruguay,Bulgaria,Hristo Bonev,,75,False,False
1974-06-19,Bulgaria,Uruguay,Uruguay,Ricardo Pavoni,,87,False,False
1974-06-19,Argentina,Italy,Argentina,René Houseman,,20,False,False
1974-06-19,Argentina,Italy,Italy,Roberto Perfumo,,35,True,False
1974-06-19,Haiti,Poland,Poland,Grzegorz Lato,,17,False,False
1974-06-19,Haiti,Poland,Poland,Kazimierz Deyna,,18,False,False
1974-06-19,Haiti,Poland,Poland,Andrzej Szarmach,,30,False,False
1974-06-19,Haiti,Poland,Poland,Jerzy Gorgoń,,31,False,False
1974-06-19,Haiti,Poland,Poland,Andrzej Szarmach,,34,False,False
1974-06-19,Haiti,Poland,Poland,Andrzej Szarmach,,50,False,False
1974-06-19,Haiti,Poland,Poland,Grzegorz Lato,,87,False,False
1974-06-22,Scotland,Yugoslavia,Yugoslavia,Stanislav Karasi,,81,False,False
1974-06-22,Scotland,Yugoslavia,Scotland,Joe Jordan,,88,False,False
1974-06-22,Zaire,Brazil,Brazil,not applicable Jairzinho,,12,False,False
1974-06-22,Zaire,Brazil,Brazil,not applicable Rivellino,,66,False,False
1974-06-22,Zaire,Brazil,Brazil,not applicable Valdomiro,,79,False,False
1974-06-22,East Germany,West Germany,East Germany,Jürgen Sparwasser,,77,False,False
1974-06-23,Bulgaria,Netherlands,Netherlands,Johan Neeskens,,5,False,True
1974-06-23,Bulgaria,Netherlands,Netherlands,Johan Neeskens,,44,False,True
1974-06-23,Bulgaria,Netherlands,Netherlands,Johnny Rep,,71,False,False
1974-06-23,Bulgaria,Netherlands,Bulgaria,Ruud Krol,,78,True,False
1974-06-23,Bulgaria,Netherlands,Netherlands,Theo de Jong,,88,False,False
1974-06-23,Sweden,Uruguay,Sweden,Ralf Edström,,46,False,False
1974-06-23,Sweden,Uruguay,Sweden,Roland Sandberg,,74,False,False
1974-06-23,Sweden,Uruguay,Sweden,Ralf Edström,,77,False,False
1974-06-23,Argentina,Haiti,Argentina,Héctor Yazalde,,15,False,False
1974-06-23,Argentina,Haiti,Argentina,René Houseman,,18,False,False
1974-06-23,Argentina,Haiti,Argentina,Rubén Ayala,,55,False,False
1974-06-23,Argentina,Haiti,Haiti,Emmanuel Sanon,,63,False,False
1974-06-23,Argentina,Haiti,Argentina,Héctor Yazalde,,68,False,False
1974-06-23,Poland,Italy,Poland,Andrzej Szarmach,,38,False,False
1974-06-23,Poland,Italy,Poland,Kazimierz Deyna,,44,False,False
1974-06-23,Poland,Italy,Italy,Fabio Capello,,85,False,False
1974-06-26,Yugoslavia,West Germany,West Germany,Paul Breitner,,39,False,False
1974-06-26,Yugoslavia,West Germany,West Germany,Gerd Müller,,82,False,False
1974-06-26,Brazil,East Germany,Brazil,not applicable Rivellino,,60,False,False
1974-06-26,Netherlands,Argentina,Netherlands,Johan Cruyff,,11,False,False
1974-06-26,Netherlands,Argentina,Netherlands,Ruud Krol,,25,False,False
1974-06-26,Netherlands,Argentina,Netherlands,Johnny Rep,,73,False,False
1974-06-26,Netherlands,Argentina,Netherlands,Johan Cruyff,,90,False,False
1974-06-26,Sweden,Poland,Poland,Grzegorz Lato,,43,False,False
1974-06-30,Argentina,Brazil,Brazil,not applicable Rivellino,,32,False,False
1974-06-30,Argentina,Brazil,Argentina,Miguel Ángel Brindisi,,35,False,False
1974-06-30,Argentina,Brazil,Brazil,not applicable Jairzinho,,49,False,False
1974-06-30,East Germany,Netherlands,Netherlands,Johan Neeskens,,7,False,False
1974-06-30,East Germany,Netherlands,Netherlands,Rob Rensenbrink,,59,False,False
1974-06-30,Poland,Yugoslavia,Poland,Kazimierz Deyna,,24,False,True
1974-06-30,Poland,Yugoslavia,Yugoslavia,Stanislav Karasi,,43,False,False
1974-06-30,Poland,Yugoslavia,Poland,Grzegorz Lato,,62,False,False
1974-06-30,West Germany,Sweden,Sweden,Ralf Edström,,24,False,False
1974-06-30,West Germany,Sweden,West Germany,Wolfgang Overath,,51,False,False
1974-06-30,West Germany,Sweden,West Germany,Rainer Bonhof,,52,False,False
1974-06-30,West Germany,Sweden,Sweden,Roland Sandberg,,53,False,False
1974-06-30,West Germany,Sweden,West Germany,Jürgen Grabowski,,76,False,False
1974-06-30,West Germany,Sweden,West Germany,Uli Hoeneß,,89,False,True
1974-07-03,Poland,West Germany,West Germany,Gerd Müller,,76,False,False
1974-07-03,Argentina,East Germany,East Germany,Joachim Streich,,14,False,False
1974-07-03,Argentina,East Germany,Argentina,René Houseman,,20,False,False
1974-07-03,Netherlands,Brazil,Netherlands,Johan Neeskens,,50,False,False
1974-07-03,Netherlands,Brazil,Netherlands,Johan Cruyff,,65,False,False
1974-07-03,Sweden,Yugoslavia,Yugoslavia,Ivica Šurjak,,27,False,False
1974-07-03,Sweden,Yugoslavia,Sweden,Ralf Edström,,29,False,False
1974-07-03,Sweden,Yugoslavia,Sweden,Conny Torstensson,,85,False,False
1974-07-06,Brazil,Poland,Poland,Grzegorz Lato,,76,False,False
1974-07-07,Netherlands,West Germany,Netherlands,Johan Neeskens,,2,False,True
1974-07-07,Netherlands,West Germany,West Germany,Paul Breitner,,25,False,True
1974-07-07,Netherlands,West Germany,West Germany,Gerd Müller,,43,False,False
1978-06-02,Italy,France,France,Bernard Lacombe,,1,False,False
1978-06-02,Italy,France,Italy,Paolo Rossi,,29,False,False
1978-06-02,Italy,France,Italy,Renato Zaccarelli,,54,False,False
1978-06-02,Tunisia,Mexico,Mexico,Arturo Vázquez Ayala,,45,False,True
1978-06-02,Tunisia,Mexico,Tunisia,Ali Kaabi,,55,False,False
1978-06-02,Tunisia,Mexico,Tunisia,Néjib Ghommidh,,79,False,False
1978-06-02,Tunisia,Mexico,Tunisia,Mokhtar Dhouib,,87,False,False
1978-06-02,Argentina,Hungary,Hungary,Károly Csapó,,9,False,False
1978-06-02,Argentina,Hungary,Argentina,Leopoldo Luque,,14,False,False
1978-06-02,Argentina,Hungary,Argentina,Daniel Bertoni,,83,False,False
1978-06-03,Austria,Spain,Austria,Walter Schachner,,10,False,False
1978-06-03,Austria,Spain,Spain,not applicable Dani,,21,False,False
1978-06-03,Austria,Spain,Austria,Hans Krankl,,76,False,False
1978-06-03,Brazil,Sweden,Sweden,Thomas Sjöberg,,37,False,False
1978-06-03,Brazil,Sweden,Brazil,not applicable Reinaldo,,45,False,False
1978-06-03,Netherlands,Iran,Netherlands,Rob Rensenbrink,,40,False,True
1978-06-03,Netherlands,Iran,Netherlands,Rob Rensenbrink,,62,False,False
1978-06-03,Netherlands,Iran,Netherlands,Rob Rensenbrink,,78,False,True
1978-06-03,Peru,Scotland,Scotland,Joe Jordan,,14,False,False
1978-06-03,Peru,Scotland,Peru,César Cueto,,43,False,False
1978-06-03,Peru,Scotland,Peru,Teófilo Cubillas,,71,False,False
1978-06-03,Peru,Scotland,Peru,Teófilo Cubillas,,77,False,False
1978-06-06,Italy,Hungary,Italy,Paolo Rossi,,34,False,False
1978-06-06,Italy,Hungary,Italy,Roberto Bettega,,35,False,False
1978-06-06,Italy,Hungary,Italy,Romeo Benetti,,61,False,False
1978-06-06,Italy,Hungary,Hungary,András Tóth,,81,False,True
1978-06-06,Poland,Tunisia,Poland,Grzegorz Lato,,43,False,False
1978-06-06,West Germany,Mexico,West Germany,Dieter Müller,,15,False,False
1978-06-06,West Germany,Mexico,West Germany,Hansi Müller,,30,False,False
1978-06-06,West Germany,Mexico,West Germany,Karl-Heinz Rummenigge,,38,False,False
1978-06-06,West Germany,Mexico,West Germany,Heinz Flohe,,44,False,False
1978-06-06,West Germany,Mexico,West Germany,Karl-Heinz Rummenigge,,73,False,False
1978-06-06,West Germany,Mexico,West Germany,Heinz Flohe,,89,False,False
1978-06-06,Argentina,France,Argentina,Daniel Passarella,,45,False,True
1978-06-06,Argentina,France,France,Michel Platini,,60,False,False
1978-06-06,Argentina,France,Argentina,Leopoldo Luque,,73,False,False
1978-06-07,Austria,Sweden,Austria,Hans Krankl,,42,False,True
1978-06-07,Scotland,Iran,Scotland,Andranik Eskandarian,,43,True,False
1978-06-07,Scotland,Iran,Iran,Iraj Danaeifard,,60,False,False
1978-06-10,France,Hungary,France,Christian Lopez,,23,False,False
1978-06-10,France,Hungary,France,Marc Berdoll,,38,False,False
1978-06-10,France,Hungary,Hungary,Sándor Zombori,,41,False,False
1978-06-10,France,Hungary,France,Dominique Rocheteau,,42,False,False
1978-06-10,Poland,Mexico,Poland,Zbigniew Boniek,,43,False,False
1978-06-10,Poland,Mexico,Mexico,Víctor Rangel,,52,False,False
1978-06-10,Poland,Mexico,Poland,Kazimierz Deyna,,56,False,False
1978-06-10,Poland,Mexico,Poland,Zbigniew Boniek,,84,False,False
1978-06-10,Argentina,Italy,Italy,Roberto Bettega,,67,False,False
1978-06-11,Brazil,Austria,Brazil,Roberto Dinamite,,40,False,False
1978-06-11,Spain,Sweden,Spain,Juan Manuel Asensi,,75,False,False
1978-06-11,Peru,Iran,Peru,José Velásquez,,2,False,False
1978-06-11,Peru,Iran,Peru,Teófilo Cubillas,,36,False,True
1978-06-11,Peru,Iran,Peru,Teófilo Cubillas,,39,False,True
1978-06-11,Peru,Iran,Iran,Hassan Roshan,,41,False,False
1978-06-11,Peru,Iran,Peru,Teófilo Cubillas,,79,False,False
1978-06-11,Scotland,Netherlands,Netherlands,Rob Rensenbrink,,34,False,True
1978-06-11,Scotland,Netherlands,Scotland,Kenny Dalglish,,45,False,False
1978-06-11,Scotland,Netherlands,Scotland,Archie Gemmill,,46,False,True
1978-06-11,Scotland,Netherlands,Scotland,Archie Gemmill,,68,False,False
1978-06-11,Scotland,Netherlands,Netherlands,Johnny Rep,,71,False,False
1978-06-14,Austria,Netherlands,Netherlands,Ernie Brandts,,6,False,False
1978-06-14,Austria,Netherlands,Netherlands,Rob Rensenbrink,,35,False,True
1978-06-14,Austria,Netherlands,Netherlands,Johnny Rep,,36,False,False
1978-06-14,Austria,Netherlands,Netherlands,Johnny Rep,,53,False,False
1978-06-14,Austria,Netherlands,Austria,Erich Obermayer,,80,False,False
1978-06-14,Austria,Netherlands,Netherlands,Willy van de Kerkhof,,82,False,False
1978-06-14,Brazil,Peru,Brazil,not applicable Dirceu,,15,False,False
1978-06-14,Brazil,Peru,Brazil,not applicable Dirceu,,27,False,False
